,pair1,pair2,tvl,apr,network,apy,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
1766,BNB,BUSD,2723.17,125.77,BSC,250.97264598652694,FARM,https://krustykrab.finance,2021-06-21,,,,,,,,
1767,BNB,BUSD,187.24,821.56,BSC,337519.303757942,FARM,https://aliendefi.com,2021-06-21,,,,,,,,
1768,BNB,BUSD,16472.64,605.97,BSC,40646.23640620007,FARM,https://www.unownswap.com,2021-06-21,,,,,,,,
1769,BNB,BUSD,198300.41,381.50,BSC,4348.715737807094,FARM,https://www.robinhoodswap.finance,2021-06-21,,,,,,,,
1770,BNB,BUSD,885.49,0.00,BSC,0.0,FARM,https://zeusfarmsdefi.com,2021-06-21,,,,,,,,
1771,BNB,BUSD,30107660.49,61.64,BSC,85.12852122373079,FARM,https://mdex.com,2021-06-21,,,,,,,,
1772,BNB,BUSD,28286.95,16450.08,BSC,9.428030801550186e+60,FARM,https://www.meatchfinance.com/,2021-06-21,,,,,,,,
1773,BNB,BUST,3607.35,57.66,BSC,77.91665851342624,FARM,https://memefarm.io,2021-06-21,,,,,,,,
1774,BNB,BUX,1368465.53,56.89,BSC,76.55409096070245,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
1775,BNB,BUX,80046.44,44.32,BSC,55.72650982750933,FARM,https://autofarm.network,2021-06-21,,,,,,,,
1776,BNB,BUX,70903.99,20.97,BSC,23.32337501281103,FARM,https://app.swamp.finance,2021-06-21,,,,,,,,
1777,BNB,BUX,11819.70,307.72,BSC,2041.9484442487815,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
1778,BNB,BUX,392.02,208.64,BSC,700.8148008225776,FARM,https://frankenstein.finance,2021-06-21,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
1779,BNB,Beryl,2723.49,1163.08,BSC,9383801.102300119,FARM,https://olive.cash/farms,2021-06-21,,,,,,,,
1780,BNB,Bits,45.70,123.54,BSC,243.25863077976817,FARM,https://farm.borgswap.exchange,2021-06-21,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
1781,BNB,CAR,371039.12,238.39,BSC,976.3371353470937,FARM,https://www.bakeryswap.org,2021-06-21,,,,,,,,
1782,BNB,CBRL,2233.47,169.51,BSC,442.58579214610626,FARM,https://finance.zcore.network,2021-06-21,,,,,,,,
1783,BNB,CCAKE,337463.24,198.48,BSC,623.8565149852232,FARM,https://cheesecakeswap.com,2021-06-21,,,,,,,,
1784,BNB,CCC,8743.40,327.92,BSC,2516.8523351557465,FARM,https://cafeswap.finance,2021-06-21,x,,86.0,,Brew,BREW,https://cafeswap.finance,https://www.certik.org/projects/cafeswap
1785,BNB,CDG,50.73,683.59,BSC,87264.5888199694,FARM,https://brussels.worldswap.finance,2021-06-21,,,,,,,,
1786,BNB,CELR,1421062.49,84.11,BSC,131.6673632464544,FARM,https://apeswap.finance,2021-06-21,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
1787,BNB,CELR,28.81,4093.10,BSC,7.049596757162751e+18,FARM,https://tapswap.finance,2021-06-21,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
1788,BNB,CERBERUS,11.56,0.00,BSC,0.0,FARM,https://gocerberus.finance,2021-06-21,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
1789,BNB,CGG,2500951.02,311.27,BSC,2118.691079223915,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
1790,BNB,CGG,351784.77,10.08,BSC,10.604001666320851,FARM,https://autofarm.network,2021-06-21,,,,,,,,
1791,BNB,CGG,39520.71,18.81,BSC,20.689572763545417,FARM,https://app.swamp.finance,2021-06-21,,,,,,,,
1792,BNB,CGG,1834.02,17.84,BSC,19.52512522037029,FARM,https://frankenstein.finance,2021-06-21,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
1793,BNB,CHS,10892.42,43.19,BSC,53.97878857706067,FARM,https://pizzafinance.app,2021-06-21,,,,,,,,
1794,BNB,CHS,12835.86,33.46,BSC,39.7167157440675,FARM,http://mangofarm.finance,2021-06-21,x,,,some,Mango,MANGO,http://mangofarm.finance,https://rugdoc.io/project/mangofarm/
1795,BNB,CODEX,543943.38,292.15,BSC,1735.4412598104325,FARM,https://cdo.finance,2021-06-21,,,,,,,,
1796,BNB,COM,11789.28,71.82,BSC,104.92919326655681,FARM,https://bsc.complus.exchange,2021-06-21,,,,,,,,
1797,BNB,COM+,9180.02,249.74,AVAX,1104.795491138992,FARM,https://avax.complus.exchange,2021-06-21,,,,,,,,
1798,BNB,COM+,47053.64,89.98,BSC,145.63898304869016,FARM,https://bsc.complus.exchange,2021-06-21,,,,,,,,
1799,BNB,COMOS,2442.98,168.11,BSC,435.07700230136186,FARM,https://app.comos.finance/,2021-06-21,,,,,,,,
1800,BNB,COMP,1669783.14,71.58,BSC,104.4389148665072,FARM,https://apeswap.finance,2021-06-21,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
1801,BNB,COMP,168608.53,172.57,BSC,459.365715835544,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
1802,BNB,COS,1288692.46,60.41,BSC,82.86914153222011,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
1803,BNB,COS,156856.23,22.61,BSC,25.36132729260956,FARM,https://autofarm.network,2021-06-21,,,,,,,,
1804,BNB,COTI,1300358.77,91.92,BSC,150.4388274876928,FARM,https://apeswap.finance,2021-06-21,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
1805,BNB,COTTON,64746.26,0.00,BSC,0.0,FARM,https://cottonfarm.app,2021-06-21,,,,,,,,
1806,BNB,CREAM,66359.26,18.27,BSC,20.039934651892956,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
1807,BNB,CRL,524.38,21.31,BSC,23.743144570627763,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
1808,BNB,CRL,2074.43,140.04,BSC,304.59662040414327,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
1809,BNB,CRUSH,267894.61,446.18,BSC,8333.099367397526,FARM,https://apeswap.finance,2021-06-21,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
1810,BNB,CSS,1587069.33,326.89,BSC,2490.2742712472873,FARM,https://coinswap.space/,2021-06-21,,,,,,,,
1811,BNB,CTK,1932067.73,40.29,BSC,49.58248529870788,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
1812,BNB,CTK,910236.28,3.90,BSC,3.9768317380802998,FARM,https://autofarm.network,2021-06-21,,,,,,,,
1813,BNB,CTK,24838.66,195.24,BSC,600.9012441166543,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
1814,BNB,CUB,932256.98,173.38,BSC,463.89343371183463,FARM,https://cubdefi.com,2021-06-21,,,,,,,,
1815,BNB,CYC,1740224.12,223.67,BSC,829.8700709449093,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
1816,BNB,CYC,6761.42,0.00,BSC,0.0,FARM,https://cyclone.xyz/bsc,2021-06-21,,,,,,,,
1817,BNB,Cake,564096591.07,55.20,BSC,73.59989607939094,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
1818,BNB,Cake,1814072.55,65.89,BSC,93.15175510344962,FARM,https://apeswap.finance,2021-06-21,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
1819,BNB,Cake,18361431.77,9.66,BSC,10.140564077929293,FARM,https://autofarm.network,2021-06-21,,,,,,,,
1820,BNB,Cake,619274.90,17.18,BSC,18.739232703715714,FARM,https://autofarm.network,2021-06-21,,,,,,,,
1821,BNB,Cake,133713.86,107.21,BSC,191.69208545460603,FARM,https://cafeswap.finance,2021-06-21,x,,86.0,,Brew,BREW,https://cafeswap.finance,https://www.certik.org/projects/cafeswap
1822,BNB,Cake,602.10,46.22,BSC,58.70986557848368,FARM,https://donutdefi.com,2021-06-21,,,,some,Donut,DONUT,https://donutdefi.com,https://rugdoc.io/project/donutswapp/
1823,BNB,Cake,124417.09,97.67,BSC,165.22161020115206,FARM,https://www.goosedefi.com,2021-06-21,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
1824,BNB,Cake,479574.27,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-21,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
1825,BNB,Cake,6777.70,146.46,BSC,331.3153934867186,FARM,https://www.saltswap.finance/,2021-06-21,,,,,,,,
1826,BNB,Cake,2627.31,269.70,BSC,1368.879107775754,FARM,https://icecreamswap.finance,2021-06-21,x,3.0,,,Icecream,GLTO,https://icecreamswap.finance,https://swapicecream.gitbook.io/icecreamswap-2-0/audit-report
1827,BNB,Cake,3369.19,0.00,BSC,0.0,FARM,http://slime.finance,2021-06-21,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
1828,BNB,Cake,0.00,0,BSC,0.0,FARM,http://slime.finance,2021-06-21,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
1829,BNB,Cake,3253398.44,42.10,BSC,52.311471170421676,FARM,https://app.wault.finance,2021-06-21,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
1830,BNB,Cake,66375.52,67.83,BSC,96.92849715367295,FARM,https://koaladefi.finance/,2021-06-21,,,,,,,,
1831,BNB,Cake,1272.13,147.94,BSC,337.7203110170881,FARM,hhttps://taco.finance/,2021-06-21,,,,,,,,
1832,BNB,Cake,256.55,43.55,BSC,54.53345094942157,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
1833,BNB,Cake,56.04,0.00,BSC,0.0,FARM,https://app.polarisdefi.io,2021-06-21,,,,,,,,
1834,BNB,Cake,140.61,219.57,BSC,792.7372532435274,FARM,https://fullsail.finance,2021-06-21,,,,low,Fullsail,SAIL,https://fullsail.finance,https://rugdoc.io/project/fullsail/
1835,BNB,Cake,17437.07,100.66,BSC,173.24934438904808,FARM,https://app.hyruleswap.com,2021-06-21,x,,,low,Hyrule,RUPEE,https://app.hyruleswap.com,https://rugdoc.io/project/hyruleswap/
1836,BNB,Cake,460.50,126.02,BSC,251.84815175397097,FARM,https://www.jiggly.finance,2021-06-21,,,,low,Jiggly,JIGG,https://www.jiggly.finance,https://rugdoc.io/project/jiggly/
1837,BNB,Cake,5345246.05,5.56,BSC,5.717025286386868,FARM,https://app.swamp.finance,2021-06-21,,,,,,,,
1838,BNB,Cake,3353.51,0.00,BSC,0.0,FARM,http://shitz.lol,2021-06-21,,,,,,,,
1839,BNB,Cake,0.00,0,BSC,0.0,FARM,http://shitz.lol,2021-06-21,,,,,,,,
1840,BNB,Cake,1319.95,16668.33,BSC,4.2311320883583146e+61,FARM,https://biscuitfarm.finance,2021-06-21,,,,,,,,
1841,BNB,Cake,168.07,522.04,BSC,17729.150713682575,FARM,https://bscrunner.com,2021-06-21,,,,low,Runner,ENERGY,https://bscrunner.com,https://rugdoc.io/project/bscrunner/
1842,BNB,Cake,365853.31,36.88,BSC,44.57291633857721,FARM,https://pumpy.farm,2021-06-21,,,,low,Pumpy,PMP,https://pumpy.farm,https://rugdoc.io/project/pumpy-farm/
1843,BNB,Cake,33308.66,10.13,BSC,10.659302181220909,FARM,https://pumpy.farm,2021-06-21,,,,low,Pumpy,PMP,https://pumpy.farm,https://rugdoc.io/project/pumpy-farm/
1844,BNB,Cake,54.17,1170.78,BSC,10110760.015003555,FARM,https://mooncakeswap.finance,2021-06-21,,,,low,Mooncake,MCAKE,https://mooncakeswap.finance,https://rugdoc.io/project/mooncakeswap/
1845,BNB,Cake,9141.51,199.12,BSC,628.4787966852466,FARM,https://www.alchemistdefi.com,2021-06-21,x,,,low,Alchemist,MIST/AURUM,https://www.alchemistdefi.com,https://rugdoc.io/project/alchemist-defi/
1846,BNB,Cake,5324.73,0.03,BSC,0.030004488118984263,FARM,https://mozartfinance.io,2021-06-21,,,,some,Mozart,PIANO,https://mozartfinance.io,https://rugdoc.io/project/mozart-v2/
1847,BNB,Cake,598.27,73.27,BSC,107.9163340622503,FARM,https://abrakadabra.tech,2021-06-21,,,,some,Abrakadabra,ABRA,https://abrakadabra.tech,https://rugdoc.io/project/abrakadabra/
1848,BNB,Cake,25886.19,129.37,BSC,263.7922287592359,FARM,https://cheesecakeswap.com,2021-06-21,,,,,,,,
1849,BNB,Cake,2797.61,61.43,BSC,84.74081220079785,FARM,https://dragonballfinance.org,2021-06-21,x,,,low,Dragonball,DBALL,https://dragonballfinance.org,https://rugdoc.io/project/dragonball/
1850,BNB,Cake,4532.06,59.61,BSC,81.41440682783568,FARM,https://manyswap.io,2021-06-21,,,,,,,,
1851,BNB,Cake,5544.49,275.07,BSC,1449.2978448407646,FARM,https://pastafinance.com,2021-06-21,x,,,low,Pasta,PASTA,https://pastafinance.com,https://rugdoc.io/project/pastafinance/
1852,BNB,Cake,113.89,44.35,BSC,55.773178094388264,FARM,https://tripswap.finance,2021-06-21,,,,,,,,
1853,BNB,Cake,3300.23,28.51,BSC,32.97470188200815,FARM,https://pizzafinance.app,2021-06-21,,,,,,,,
1854,BNB,Cake,0.00,0,BSC,0.0,FARM,https://llamaswap.finance,2021-06-21,,,,,,,,
1855,BNB,Cake,222.39,244.49,BSC,1043.579076006869,FARM,https://goatswap.finance,2021-06-21,,,,high,GoatSwap,GOAT,https://goatswap.finance,https://rugdoc.io/project/goatswap-finance/
1856,BNB,Cake,5251.46,191.55,BSC,575.6407382144138,FARM,https://bitblocks.finance,2021-06-21,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
1857,BNB,Cake,25.50,1017.47,BSC,2282070.0963737033,FARM,https://thefarmingden.com,2021-06-21,,,,low,The Farming Den,TFT,https://thefarmingden.com,https://rugdoc.io/project/the-farming-den/
1858,BNB,Cake,7.56,1359.03,BSC,62368443.96818973,FARM,https://poseidonswap.com,2021-06-21,,,,,,,,
1859,BNB,Cake,121.80,21.30,BSC,23.73077809280715,FARM,https://bourbondefi.com,2021-06-21,,,,low,Bourbon,BRRL,https://bourbondefi.com,https://rugdoc.io/project/bourbondefi/
1860,BNB,Cake,3196.07,290.65,BSC,1708.3299252390716,FARM,https://thelab.finance,2021-06-21,x,,,low,The Lab,LABO,https://thelab.finance,https://rugdoc.io/project/thelab-finance/
1861,BNB,Cake,0.00,33500961.10,BSC,,FARM,https://jazzdefi.com,2021-06-21,,,,high,Jazz,JAZZ,https://jazzdefi.com,https://rugdoc.io/project/jazz/
1862,BNB,Cake,0.00,0,BSC,0.0,FARM,https://evodefi.com,2021-06-21,,,,low,Evodefi,GEN,https://evodefi.com,https://rugdoc.io/project/evo-defi/
1863,BNB,Cake,344.97,773.64,BSC,211133.98444024601,FARM,https://limeswap.io,2021-06-21,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
1864,BNB,Cake,0.00,0,BSC,0.0,FARM,https://www.ybearswap.finance,2021-06-21,,,,,,,,
1865,BNB,Cake,347.89,0.00,BSC,0.0,FARM,https://www.ybearswap.finance,2021-06-21,,,,,,,,
1866,BNB,Cake,12593.47,55.31,BSC,73.79067206918153,FARM,https://app.apache.finance/,2021-06-21,,,,,,,,
1867,BNB,Cake,239840.53,647.04,BSC,60915.80986784369,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
1868,BNB,Cake,11689.43,72.60,BSC,106.53071041601194,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
1869,BNB,Cake,1170510.60,59.20,BSC,80.67333411654016,FARM,https://pantherswap.com,2021-06-21,,,,low,Panther,PANTHER,https://pantherswap.com,https://rugdoc.io/project/pantherswap/
1870,BNB,Cake,7956.71,0.00,BSC,0.0,FARM,https://caramelswap.finance,2021-06-21,x,,,some,Caramel,CARAMEL,https://caramelswap.finance,https://rugdoc.io/project/caramelswap-finance/
1871,BNB,Cake,3377.71,37.89,BSC,46.038992404332404,FARM,https://plumcake.finance,2021-06-21,xx,,,low,Plumcake,PLUM,https://plumcake.finance,https://rugdoc.io/project/plumcake-finance/
1872,BNB,Cake,2827.20,130.96,BSC,269.60187175811325,FARM,https://jaguarswap.com,2021-06-21,,,,low,Jaguar,JAGUAR,https://jaguarswap.com,https://rugdoc.io/project/jaguarswap/
1873,BNB,Cake,3344.53,252.16,BSC,1134.103244473853,FARM,https://zombie-farm.com,2021-06-21,x,,,low,Zombie,Various,https://zombie-farm.com,https://rugdoc.io/project/zombie-farm-graves/
1874,BNB,Cake,6043.21,33.32,BSC,39.52142772391285,FARM,https://zombie-farm.com,2021-06-21,x,,,low,Zombie,Various,https://zombie-farm.com,https://rugdoc.io/project/zombie-farm-graves/
1875,BNB,Cake,2549.19,103.28,BSC,180.4826128501259,FARM,https://zombie-farm.com,2021-06-21,x,,,low,Zombie,Various,https://zombie-farm.com,https://rugdoc.io/project/zombie-farm-graves/
1876,BNB,Cake,19229.14,81.94,BSC,126.70549850234765,FARM,https://degentoken.finance,2021-06-21,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
1877,BNB,Cake,476.29,247.59,BSC,1079.3404227215121,FARM,https://tapswap.finance,2021-06-21,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
1878,BNB,Cake,492992.83,131.54,BSC,271.74406589822223,FARM,https://coinswap.space/,2021-06-21,,,,,,,,
1879,BNB,Cake,0.00,0,BSC,0.0,FARM,https://blue.planetfinance.io,2021-06-21,,,,some,Blue - PlanetFinance,AQUA,https://blue.planetfinance.io,https://rugdoc.io/project/planetfinance/
1880,BNB,Cake,214.51,0.00,BSC,0.0,FARM,https://vanillacake.farm,2021-06-21,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
1881,BNB,Cake,2686.43,0.00,BSC,0.0,FARM,https://garudaswap.finance,2021-06-21,x,,,some,Garuda,GARUDA,https://garudaswap.finance,https://rugdoc.io/project/garudaswap/
1882,BNB,Cake,611.53,224.93,BSC,841.588093643535,FARM,https://www.elixir-swap.io,2021-06-21,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
1883,BNB,Cake,415.88,0.00,BSC,0.0,FARM,https://gatorswap.xyz,2021-06-21,xx,,,low,Gator,GATOR,https://gatorswap.xyz,https://rugdoc.io/project/gatorswap/
1884,BNB,Cake,1138.32,142.58,BSC,314.9643507548327,FARM,https://dumplingdefi.finance,2021-06-21,,,,low,Dumpling,SDUMP,https://dumplingdefi.finance,https://rugdoc.io/project/dumpling-defi/
1885,BNB,Cake,19891.54,36.73,BSC,44.356437651242,FARM,https://satis.finance,2021-06-21,x,,,some,Satis,xSAT,https://satis.finance,https://rugdoc.io/project/satis-finance-xsatis/
1886,BNB,Cake,1091.31,21.76,BSC,24.300913677245852,FARM,https://www.grizzlyswap.com,2021-06-21,,,,low,Grizzly,GRZ,https://www.grizzlyswap.com,https://rugdoc.io/project/grizzlyswap/
1887,BNB,Cake,24148.67,133.45,BSC,278.88644408979377,FARM,https://friction.finance,2021-06-21,x,,,low,Friction,xTAO,https://friction.finance,https://rugdoc.io/project/friction-finance-tao/
1888,BNB,Cake,2410.33,132.68,BSC,275.99073782888996,FARM,https://dinopark.finance,2021-06-21,,,,low,Dinopark,DINO,https://dinopark.finance,https://rugdoc.io/project/dinopark/
1889,BNB,Cake,477771.37,39.80,BSC,48.85212326464104,FARM,https://ten.finance,2021-06-21,x,,90.0,,TenFi,TENFI,https://ten.finance,https://www.certik.org/projects/tenfinance
1890,BNB,Cake,2004.33,194.93,BSC,598.7433303508219,FARM,https://yieldfields.finance,2021-06-21,x,,,some,YieldFields,FIELD,https://yieldfields.finance,https://rugdoc.io/project/yieldfields/
1891,BNB,Cake,25707.98,50.91,BSC,66.32030391536729,FARM,https://frankenstein.finance,2021-06-21,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
1892,BNB,Cake,17284663.61,128.58,BSC,260.939632515388,FARM,https://biswap.org,2021-06-21,x,,,HIGH,Biswap,BSW,https://biswap.org,https://rugdoc.io/project/biswap/
1893,BNB,Cake,754.66,0.00,BSC,0.0,FARM,https://gocerberus.finance,2021-06-21,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
1894,BNB,Cake,1605.44,208.32,BSC,698.2707968181389,FARM,https://mars.cosmos.farm,2021-06-21,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
1895,BNB,Cake,503.97,331.81,BSC,2619.706012116997,FARM,https://mars.cosmos.farm,2021-06-21,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
1896,BNB,Cake,1585.39,31.40,BSC,36.87049686118189,FARM,https://app.pancakefork.finance,2021-06-21,,,,high,Pancakefork,FCKE,https://app.pancakefork.finance,https://rugdoc.io/project/pancakefork/
1897,BNB,Cake,572.13,152.70,BSC,358.97003165988554,FARM,https://bsc.prismfinance.net,2021-06-21,x,,,low,Prism,PRISM,https://bsc.prismfinance.net,https://rugdoc.io/project/prism-finance/
1898,BNB,Cake,5155.22,764.53,BSC,193103.95442636483,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
1899,BNB,Cake,134269.47,43.41,BSC,54.317512543139856,FARM,https://lazymint.finance,2021-06-21,x,,,some,Lazymint,LAZY,https://lazymint.finance,https://rugdoc.io/project/lazymint/
1900,BNB,Cake,1530.08,493.94,BSC,13413.537086313221,FARM,https://werewolf.farm,2021-06-21,x,,,low,Werewolf,WEREWOLF,https://werewolf.farm,https://rugdoc.io/project/werewolf-farm/
1901,BNB,Cake,207.95,727.89,BSC,134820.6744926336,FARM,https://antswap.fi,2021-06-21,,,,some,Ant,ANT,https://antswap.fi,https://rugdoc.io/project/antswap/
1902,BNB,Cake,233267.90,1139.93,BSC,7497444.637168736,FARM,https://lavacake.finance,2021-06-21,x,,,some,Lavacake,LAVA,https://lavacake.finance,https://rugdoc.io/project/lava-cake/
1903,BNB,Cake,767051.32,139.21,BSC,301.2650578599372,FARM,https://farmhero.io,2021-06-21,,,,high,FarmHero,FARMHERO,https://farmhero.io,https://rugdoc.io/project/farmhero/
1904,BNB,Cake,33224.19,98.90,BSC,168.49511219560068,FARM,https://siberianswap.finance,2021-06-21,,,,some,Siberian,SIBERIAN,https://siberianswap.finance,https://rugdoc.io/project/siberianswap/
1905,BNB,Cake,127.27,72.97,BSC,107.29476306731378,FARM,https://marmelade.finance,2021-06-21,,,,low,Marmelade,MARMEL,https://marmelade.finance,https://rugdoc.io/project/marmelade-finance/
1906,BNB,Cake,3406.96,170.81,BSC,449.65229720398156,FARM,https://antdefi.io,2021-06-21,,,,low,Ant/SafeAnt Defi,ANT/SAFEANT,https://antdefi.io,https://rugdoc.io/project/ant-defi/
1907,BNB,Cake,0.00,0,BSC,0.0,FARM,https://www.andromedadefi.com,2021-06-21,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
1908,BNB,Cake,57987.15,88.07,BSC,141.00300005600695,FARM,https://www.venomswap.net,2021-06-21,,,,low,VenomSwap,VENOM,https://www.venomswap.net,https://rugdoc.io/project/venom-swap/
1909,BNB,Cake,5650.74,603.59,BSC,39703.36272816645,FARM,https://app.elephantswap.finance,2021-06-21,,,,low,Elephant,ELEPHANT,https://app.elephantswap.finance,https://rugdoc.io/project/elephant-swap/
1910,BNB,Cake,61.33,2035.13,BSC,39888421616.51263,FARM,https://www.blacksheepdefi.com,2021-06-21,,,,low,Blacksheep,BLACKSHEEP,https://www.blacksheepdefi.com,https://rugdoc.io/project/blacksheep-finance/
1911,BNB,Cake,1852.64,407.83,BSC,5672.463432664578,FARM,https://qiswap.finance,2021-06-21,,,,,,,,
1912,BNB,Cake,1026.29,135.16,BSC,285.39695307680876,FARM,https://brussels.worldswap.finance,2021-06-21,,,,,,,,
1913,BNB,Cake,217.09,464.02,BSC,9957.990377355476,FARM,https://krustykrab.finance,2021-06-21,,,,,,,,
1914,BNB,Cake,221982.98,340.80,BSC,2873.0936083151705,FARM,https://www.robinhoodswap.finance,2021-06-21,,,,,,,,
1915,BNB,Cake,487.97,0.00,BSC,0.0,FARM,https://zeusfarmsdefi.com,2021-06-21,,,,,,,,
1916,BNB,Cake,6132986.00,126.77,BSC,254.4877584543369,FARM,https://mdex.com,2021-06-21,,,,,,,,
1917,BNB,Cake-LP,9896.47,142.62,BSC,315.1297234811464,FARM,https://pizzafinance.app,2021-06-21,,,,,,,,
1918,BNB,Cake-LP,0.00,0,BSC,0.0,FARM,https://dogen.finance,2021-06-21,,,,,,,,
1919,BNB,Cake-LP,1033.84,1.03,BSC,1.0353080760508115,FARM,https://dogen.finance,2021-06-21,,,,,,,,
1920,BNB,Cake-LP,287.96,37.07,BSC,44.847587489022864,FARM,https://dogen.finance,2021-06-21,,,,,,,,
1921,BNB,DAI,12158.72,87.05,BSC,138.5630872309717,FARM,https://bsc.complus.exchange,2021-06-21,,,,,,,,
1922,BNB,DAI,2658.52,140.97,BSC,308.36235658905815,FARM,https://pandayield.com,2021-06-21,,,,,,,,
1923,BNB,DAI,2704.11,69.59,BSC,100.41849093714421,FARM,https://pizzafinance.app,2021-06-21,,,,,,,,
1924,BNB,DAI,161916.67,119.80,BSC,230.6989498614467,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
1925,BNB,DBALL,10292.78,333.94,BSC,2677.7223495216144,FARM,https://dragonballfinance.org,2021-06-21,x,,,low,Dragonball,DBALL,https://dragonballfinance.org,https://rugdoc.io/project/dragonball/
1926,BNB,DEGO,3877240.68,100.39,BSC,172.5145871286387,FARM,https://pancakeswap.finance,2021-06-21,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
1927,BNB,DEGO,254648.71,13.93,BSC,14.94383425275645,FARM,https://autofarm.network,2021-06-21,,,,,,,,
1928,BNB,DEGO,33648.64,213.02,BSC,736.4595536553945,FARM,https://cafeswap.finance,2021-06-21,x,,86.0,,Brew,BREW,https://cafeswap.finance,https://www.certik.org/projects/cafeswap
