,pair1,pair2,tvl,apr,network,apy,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
11904,SON,DAI,324.99,696.51,FANTOM,99075.67505874833,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11905,SON,ETH,240.02,1387.09,FANTOM,81735374.37196794,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11906,SON,FTM,623.38,628.74,FANTOM,50871.989707533154,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11907,SON,FUSD,300.06,763.06,FANTOM,190342.00168521277,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11908,SON,ICE,49.14,3086.72,FANTOM,739058848971832.1,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11909,SON,LINK,265.86,1250.38,FANTOM,21846761.998999685,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11910,SON,OPE,25.62,5890.50,FANTOM,5.201412065062083e+25,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11911,SON,ORI,168.62,698.94,FANTOM,101468.85808809027,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11912,SON,SUSHI,82.95,2722.87,FANTOM,25408204797722.336,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11913,SON,UBI,34.48,2237.38,FANTOM,269552582161.68713,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11914,SON,USDC,792.73,375.47,FANTOM,4090.97882677182,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11915,SON,YFI,797.19,1045.32,FANTOM,2991993.710435392,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11916,SON,ZOO,432.93,354.42,FANTOM,3302.52620998977,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11917,SON,fUSDT,282.08,852.08,FANTOM,454891.43400874984,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11918,SOTA,ETH,10.2324135232,15.5653998,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11919,SOUL,ALLOY,3157.08,233.65,BSC,926.8216645554221,FARM,https://farm.hyperjump.fi,2021-06-21,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
11920,SOUL,ALLOY,378.02,256.29,BSC,1185.7714917865446,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11921,SOUL,BANANA,1254.53,115.84,BSC,217.8996795142816,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11922,SOUL,BLUE,0.00,0,BSC,0.0,FARM,https://app.blueswap.finance,2021-06-21,,,,low,Blueswap,BLUE,https://app.blueswap.finance,https://rugdoc.io/project/blueswap/
11923,SOUL,BNB,2650.87,127.91,BSC,258.5378308445599,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11924,SOUL,BNB,4070.81,95.20,BSC,158.76772074428666,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11925,SOUL,BNB,2189.42,154.87,BSC,368.99582790850286,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11926,SOUL,BTCB,882.40,384.27,BSC,4472.352760911533,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11927,SOUL,BUSD,1997.20,169.78,BSC,444.0459575564943,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11928,SOUL,BUSD,2681.15,144.54,BSC,323.1453880701957,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11929,SOUL,DEGENR,950.98,101.87,BSC,176.5664867827685,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11930,SOUL,DSL,8963.76,172.93,BSC,461.3735415490584,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11931,SOUL,ETH,3.2894241274,1.3103305200000002,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11932,SOUL,MOONSTAR,440.57,219.90,BSC,795.6704649961168,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11933,SOUL,NAUT,514.58,188.27,BSC,553.9502367133825,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11934,SOUL,SLME,30.19,0.00,BSC,0.0,FARM,http://slime.finance,2021-06-21,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
11935,SOUL,SLME,30.19,0.00,BSC,0.0,FARM,http://shitz.lol,2021-06-21,,,,,,,,
11936,SOUL,yBEAR,268.85,360.35,BSC,3508.3231411187676,FARM,https://apoyield.com,2021-06-21,,,,,,,,
11937,SOUP,BNB,26673.00,133.04,BSC,277.3418170454563,FARM,https://soups.finance,2021-06-21,,,,,,,,
11938,SOUPS,BNB,9555.58,117.27,BSC,222.46362562815435,FARM,https://soups.finance,2021-06-21,,,,,,,,
11939,SPACE,,239.85,933.52,MATIC,1007406.84233391,FARM,https://polygon.space-defi.com/,2021-06-21,,,,,,,,
11940,SPACE,,78586.88,103.40,BSC,180.81844263090585,FARM,https://farm.space,2021-06-21,x,,,low,Space,SPACE,https://farm.space,https://rugdoc.io/project/farm-space-space/
11941,SPACE,,0.00,0,BSC,0.0,FARM,https://tapswap.finance,2021-06-21,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
11942,SPACE,BNB,57980.45,12.82,BSC,13.675474880579785,FARM,https://app.swamp.finance,2021-06-21,,,,,,,,
11943,SPACE,BNB,210639.02,154.31,BSC,366.3878063836337,FARM,https://farm.space,2021-06-21,x,,,low,Space,SPACE,https://farm.space,https://rugdoc.io/project/farm-space-space/
11944,SPACE,BNB,11904.50,2.75,BSC,2.7880550318150066,FARM,https://frankenstein.finance,2021-06-21,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
11945,SPACE,BNB,5296057.72,22.57,BSC,25.311223792326842,FARM,https://apeswap.finance,2021-06-21,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
11946,SPACE,BUSD,56518.77,13.15,BSC,14.051089745190515,FARM,https://app.swamp.finance,2021-06-21,,,,,,,,
11947,SPACE,BUSD,150847.35,134.67,BSC,283.52004777387623,FARM,https://farm.space,2021-06-21,x,,,low,Space,SPACE,https://farm.space,https://rugdoc.io/project/farm-space-space/
11948,SPACE,BUSD,9081.70,3.60,BSC,3.6654006194414723,FARM,https://frankenstein.finance,2021-06-21,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
11949,SPACE,USDC,298.84,1902.88,MATIC,11373384703.311325,FARM,https://polygon.space-defi.com/,2021-06-21,,,,,,,,
11950,SPACE,WMATIC,437.90,1708.58,MATIC,1785797058.1866992,FARM,https://polygon.space-defi.com/,2021-06-21,,,,,,,,
11951,SPACEB,,0.00,0,BSC,0.0,FARM,https://farm.space,2021-06-21,x,,,low,Space,SPACE,https://farm.space,https://rugdoc.io/project/farm-space-space/
11952,SPANK,ETH,10.1620678158,6.95530956,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
11953,SPANK,ETH,0.5002481636,0.8386581599999999,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11954,SPARTA,BNB,50204.57,36.22,BSC,43.6228252293493,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
11955,SPCT,,0.00,0,MATIC,0.0,FARM,https://polygon.space-defi.com/,2021-06-21,,,,,,,,
11956,SPDR,,327.14,0.00,ETH,0.0,FARM,https://gamestop.finance,2021-06-21,,,,,,,,
11957,SPDR,ETH,315.5118186572,1.3094694,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11958,SPDR,USDT,388.0327801219,0.72614616,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11959,SPELL,ETH,8759048.36,132.95,ETH,277.00359401599866,FARM,https://abracadabra.money,2021-06-21,,,,,,,,
11960,SPG,BNB,24427.33,69.09,BSC,99.42079016708034,FARM,https://app.sponge.finance,2021-06-21,,,,,,,,
11961,SPG,BNB,2039.90,172.35,BSC,458.14223842399053,FARM,https://app.sponge.finance,2021-06-21,,,,,,,,
11962,SPHN,ALLOY,3433.44,286.46,BSC,1634.696331870296,FARM,https://farm.hyperjump.fi,2021-06-21,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
11963,SPHN,BNB,2574.69,191.00,BSC,571.9541805100187,FARM,https://farm.hyperjump.fi,2021-06-21,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
11964,SPI,ETH,2105.3152668569,4.79824704,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11965,SPICE,USDT,4.4515189393,0.7433376,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
11966,SPIRIT,,3298460.96,86.96,FANTOM,138.34898716194326,FARM,https://app.spiritswap.finance,2021-06-21,x,,,some,Spirit,SPIRIT,https://app.spiritswap.finance,https://rugdoc.io/project/spiritswap/
11967,SPIRIT,,0.00,0,FANTOM,0.0,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11968,SPIRIT,,29643.59,16.32,FANTOM,17.722918107134824,FARM,https://frankenstein.finance,2021-06-21,,,,high,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
11969,SPIRIT,,0.00,0,FANTOM,0.0,FARM,https://klingftm.borgswap.exchange,2021-06-21,,,,low,Borgswap,KLING,https://klingftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
11970,SPIRIT,BITB,38763.47,186.64,FANTOM,543.430837711732,FARM,https://app.spiritswap.finance,2021-06-21,x,,,some,Spirit,SPIRIT,https://app.spiritswap.finance,https://rugdoc.io/project/spiritswap/
11971,SPIRIT,BNB,168348.43,213.89,FANTOM,743.7258207417689,FARM,https://app.spiritswap.finance,2021-06-21,x,,,some,Spirit,SPIRIT,https://app.spiritswap.finance,https://rugdoc.io/project/spiritswap/
11972,SPIRIT,BNB,168266.27,26204.95,FANTOM,6.001653538324452e+87,FARM,https://strd.finance,2021-06-21,,,,,,,,
11973,SPIRIT,BRUSH,11933.18,693.24,FANTOM,95943.73636002994,FARM,https://paintswap.finance,2021-06-21,xx,,,high,Paintswap,BRUSH,https://paintswap.finance,https://rugdoc.io/project/paintswap/
11974,SPIRIT,DAI,593569.81,243.56,FANTOM,1033.0630712860125,FARM,https://app.spiritswap.finance,2021-06-21,x,,,some,Spirit,SPIRIT,https://app.spiritswap.finance,https://rugdoc.io/project/spiritswap/
11975,SPIRIT,DAI,593551.70,0.78,FANTOM,0.7830415252554568,FARM,https://strd.finance,2021-06-21,,,,,,,,
11976,SPIRIT,ELK,2861.89,213.91,FANTOM,743.8935994539971,FARM,https://app.elk.finance,2021-06-21,,,,,,,,
11977,SPIRIT,FTM,5331155.24,164.66,FANTOM,417.0125869847286,FARM,https://app.spiritswap.finance,2021-06-21,x,,,some,Spirit,SPIRIT,https://app.spiritswap.finance,https://rugdoc.io/project/spiritswap/
11978,SPIRIT,FTM,5328444.14,0.27,FANTOM,0.27036382694296535,FARM,https://strd.finance,2021-06-21,,,,,,,,
11979,SPIRIT,FTM,18483.89,32.97,FANTOM,39.034397789200284,FARM,https://mushrooms.finance/farms,2021-06-21,,,,,,,,
11980,SPIRIT,FTM,5325293.10,7.24,FANTOM,7.507757359109668,FARM,https://frankenstein.finance,2021-06-21,,,,high,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
11981,SPORE,AVAX,246119.64,21.89,AVAX,24.462513254315144,FARM,https://app.pangolin.exchange/#/png,2021-06-21,,,,,,,,
11982,SPORE,AVAX,80544.28,62.60,AVAX,86.9112644444148,FARM,https://avax.olive.cash,2021-06-21,,,,,,,,
11983,SPORE,BNB,198973.93,159.20,BSC,389.65858353585674,FARM,https://olive.cash/farms,2021-06-21,,,,,,,,
11984,SPORE,ELK,8583.28,460.99,AVAX,9661.504316355858,FARM,https://elk.finance,2021-06-21,,,,,,,,
11985,SPORE,PNG,182987.76,75.02,AVAX,111.57938731484398,FARM,https://app.pangolin.exchange/#/png,2021-06-21,,,,,,,,
11986,SPR,,515.02,188.18,MATIC,553.364963080735,FARM,https://polyvolve.finance,2021-06-21,,,,some,Polyvolve,SPEAR,https://polyvolve.finance,https://rugdoc.io/project/polyvolve-finance/
11987,SPR,Krill,26.41,10704.26,MATIC,5.837678913054481e+42,FARM,https://polyvolve.finance,2021-06-21,,,,some,Polyvolve,SPEAR,https://polyvolve.finance,https://rugdoc.io/project/polyvolve-finance/
11988,SPR,QUICK,37.85,2110.32,MATIC,81254206673.29988,FARM,https://polyvolve.finance,2021-06-21,,,,some,Polyvolve,SPEAR,https://polyvolve.finance,https://rugdoc.io/project/polyvolve-finance/
11989,SPR,USDC,385.59,271.45,MATIC,1394.6182530038727,FARM,https://polyvolve.finance,2021-06-21,,,,some,Polyvolve,SPEAR,https://polyvolve.finance,https://rugdoc.io/project/polyvolve-finance/
11990,SQUIG,ETH,0.6105080974,2.2639739999999997,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11991,SQUIRE,BNB,1739.47,327.49,BSC,2505.7237286812183,FARM,https://www.knightsdefi.com,2021-06-21,x,,,low,Knight,KNIGHT,https://www.knightsdefi.com,https://rugdoc.io/project/knightsdefi-knights-of-the-round-table/
11992,SQUIRE,MIST,165.93,1716.61,BSC,1928159655.593444,FARM,https://www.knightsdefi.com,2021-06-21,x,,,low,Knight,KNIGHT,https://www.knightsdefi.com,https://rugdoc.io/project/knightsdefi-knights-of-the-round-table/
11993,SRK,ETH,535.6502367327,4.70944536,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
11994,SRM,,339778.65,7094.08,ETH,1.4260938924021438e+30,FARM,https://www.bigdataprotocol.com/datavault,2021-06-21,,,,,,,,
11995,SRM,BTC,87137.304443804,0.18,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
11996,SRM,ETH,302821.82,0.95,ETH,0.9545143427827085,FARM,https://www.bao.finance,2021-06-21,,,,,,,,
11997,SRM,ETH,129059.390267987,1.22,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
11998,SRM,ETH,4782.7473562839,2.3628142800000003,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
11999,SRM,ETH,159.2907856356,9.627456,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12000,SRM,FTT,91566.4055867005,1.77,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12001,SRM,LINK,56753.5737857845,4.08,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12002,SRM,RAY,33445029.9383165,1.82,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12003,SRM,SOL,2445269.1431141887,4.05,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12004,SRM,SUSHI,0.0356606909,0.0,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
12005,SRM,SUSHI,48955.2448400862,6.27,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12006,SRM,TOMO,45988.5600231043,3.7,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12007,SRM,USDC,3414651.131395328,11.72,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12008,SRM,USDT,157698.9425205004,22.27,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12009,SRM,YFI,57511.2778450065,1.89,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12010,SRM-LINK,kmUSDC,0,,ETH,,FARM,SUSHI,2021-06-21,,,,,,,,
12011,SS,ETH,10.3776348097,28.10824872,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12012,SSO,BNB,199.53,559.56,BSC,25704.70568425827,FARM,https://dollar.supra.finance,2021-06-21,,,,,,,,
12013,SSO,BUSD,347.60,321.20,BSC,2348.2279472823125,FARM,https://dollar.supra.finance,2021-06-21,,,,,,,,
12014,SSO,USDT,590.69,189.02,BSC,558.8478940267792,FARM,https://dollar.supra.finance,2021-06-21,,,,,,,,
12015,ST,ETH,4.6067616171,3.57920604,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12016,STA,ETH,58.946482948,7.84097508,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12017,STA,WSTA,83.2665171828,1.03946844,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12018,STACK,USDC,99374.21,147.23,MATIC,334.63593072293287,FARM,https://stacker.vc,2021-06-21,,,,,,,,
12019,STAK,ETH,442.8385974795,81.19983288,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12020,STAKE,ETH,4665637.09,1.34,ETH,1.3489933079703142,FARM,https://www.bao.finance,2021-06-21,,,,,,,,
12021,STAKE,ETH,"623,559",48.08,ETH,,FARM,SUSHI,2021-06-21,,,,,,,,
12022,STAKE,ETH,2447.0798187263,6.54208812,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12023,STAKE,ETH,952.8802351112,4.707383760000001,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
12024,STARTER,WMATIC,1351.95,896.31,MATIC,700707.398627608,FARM,https://www.polystarter.fi,2021-06-21,,,,some,PolyStarter,STARTER,https://www.polystarter.fi,https://rugdoc.io/project/polystarter-fi/
12025,STAX,,0.00,0,BSC,0.0,FARM,hhttps://taco.finance/,2021-06-21,,,,,,,,
12026,STAX,BNB,9535.52,254.29,BSC,1160.4865966572759,FARM,https://farms.pandaswap.xyz,2021-06-21,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
12027,STBZ,ETH,682337.28,93.51,ETH,154.44237938192794,FARM,https://www.stabilize.finance/app/,2021-06-21,,,,,,,,
12028,STBZ,ETH,352.4449089681,7.467603479999999,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12029,STEAK,,140026.60,365.45,ETH,3695.2150911976078,FARM,https://app.baguette.exchange,2021-06-21,,,,,,,,
12030,STEAM,BNB,7760.94,135.90,BSC,288.24884005945216,FARM,https://app.sponge.finance,2021-06-21,,,,,,,,
12031,STEEL,BNB,66008.46,229.16,BSC,882.0148341827412,FARM,https://iron.finance/,2021-06-21,,,,,,,,
12032,STEEL,IRON,41493.98,364.54,BSC,3661.174157374734,FARM,https://iron.finance/,2021-06-21,,,,,,,,
12033,STEP,RAY,65.9463903276,179.07,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12034,STEP,SOL,246.6576748014,291.22,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12035,STEP,USDC,34922493.678161755,5.22,SOL,,POOL,Raydium,2021-06-21,,,,,,,,
12036,STMX,ETH,8.1347374519,7.46322144,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12037,STOGE,ETH,125194.69,0.50,ETH,0.5012486441444919,FARM,https://dogen.finance,2021-06-21,,,,,,,,
12038,STONK,,104.13,242.83,MATIC,1024.8761774085692,FARM,https://gameswap.netlify.app/,2021-06-21,,,,,,,,
12039,STONK,USDC,334.88,288.43,MATIC,1668.9363679602377,FARM,https://gameswap.netlify.app/,2021-06-21,,,,,,,,
12040,STONKX,,312.53,1298.88,MATIC,34907061.07398515,FARM,https://stonk.farm/,2021-06-21,,,,,,,,
12041,STONKX,USDC,526.79,1624.09,MATIC,796006937.3384191,FARM,https://stonk.farm/,2021-06-21,,,,,,,,
12042,STONKX,WMATIC,307.28,3127.56,MATIC,1076789295913919.5,FARM,https://stonk.farm/,2021-06-21,,,,,,,,
12043,STORJ,ETH,648944.36,0.09,ETH,0.09004040109024114,FARM,https://www.bao.finance,2021-06-21,,,,,,,,
12044,STORJ,ETH,346.1921504588,1.61794752,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12045,STR,ETH,14928.17,0.00,ETH,0.0,FARM,https://galaxyfarm.routerprotocol.com,2021-06-21,,,,,,,,
12046,STR,MUST,15573.69,90.30,MATIC,146.42434418448093,FARM,https://swap.cometh.io/#/stake,2021-06-21,,,,,,,,
12047,STRD,FTM,921.89,272.13,FANTOM,1404.7406600981699,FARM,https://strd.finance,2021-06-21,,,,,,,,
12048,SUGAR,,53286.55,172.58,BSC,459.4213919496612,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
12049,SUGAR,BNB,25320.80,1556.55,BSC,416716626.67841214,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
12050,SUGAR,BUSD,272.95,0.00,BSC,0.0,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
12051,SUGAR,BUSD,22320.53,1765.78,BSC,3082922593.616502,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
12052,SUGAR,MINTv2,3.71,0.00,BSC,0.0,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
12053,SUGAR,MINTv2,6676.76,983.84,BSC,1644998.8643371263,FARM,https://app.tea-swap.finance/,2021-06-21,,,,,,,,
12054,SUPER,ETH,253825.85,79.69,MATIC,121.67260013417919,FARM,https://quickswap.exchange/#/quick,2021-06-21,,,,,,,,
12055,SUPER,ETH,3973.5359442175,8.77698768,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12056,SUPER,ETH,48.0592509589,170.66550492,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
12057,SUPER,QUICK,154334.30,127.49,MATIC,257.040357945524,FARM,https://quickswap.exchange/#/quick,2021-06-21,,,,,,,,
12058,SUPER,REVV,44.2165926771,1.23160452,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
12059,SUPRA,BNB,2854.83,1.96,BSC,1.9792804452550827,FARM,https://dollar.supra.finance,2021-06-21,,,,,,,,
12060,SUPRA,BNB,3978.75,17.67,BSC,19.322203748383536,FARM,https://app.sponge.finance,2021-06-21,,,,,,,,
12061,SUPRA,CRL,3.09,1808.28,BSC,4622988736.539053,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
12062,SUPRA,CRL,119.95,372.59,BSC,3973.1898861905124,FARM,https://www.coralfarm.finance/,2021-06-21,,,,,,,,
12063,SUPRA,FLP,1367.91,51.40,BSC,67.13612715961,FARM,https://app.sponge.finance,2021-06-21,,,,,,,,
12064,SUPRA,FTM,30303.66,240.07,FANTOM,994.4526126286789,FARM,https://app.spiritswap.finance,2021-06-21,x,,,some,Spirit,SPIRIT,https://app.spiritswap.finance,https://rugdoc.io/project/spiritswap/
12065,SURF,,0.00,0,MATIC,0.0,FARM,https://polypanda.finance,2021-06-21,,,,some,Polypanda,BAMBOO,https://polypanda.finance,https://rugdoc.io/project/polypanda-polygon/
12066,SURF,,67594.05,0.68,BSC,0.6823108720645399,FARM,https://www.elixir-swap.io,2021-06-21,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
12067,SURF,BNB,604.27,151.75,BSC,354.6484000480941,FARM,https://www.elixir-swap.io,2021-06-21,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
12068,SURF,ETH,5.0694636947,1.4735716799999998,ETH,,POOL,Sushi,2021-06-21,,,,,,,,
12069,SURF,ETH,1522.1704747522,0.26783303999999997,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12070,SUSD,$BASED,15.8202214702,7.164307559999999,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12071,SUSD,YUNO,0.0,0.0,ETH,,POOL,Uniswap,2021-06-21,,,,,,,,
12072,SUSHI,,12189.80,474.11,MATIC,11011.57278400711,FARM,https://polyvalent.finance,2021-06-21,,,,,,,,
12073,SUSHI,,31.59,75.19,MATIC,111.9386383298159,FARM,https://polyce.io,2021-06-21,,,,low,Polyce,CSI,https://polyce.io,https://rugdoc.io/project/polyce-polygon/
12074,SUSHI,,35.78,398.05,MATIC,5140.2373684331715,FARM,https://lumberjack.finance,2021-06-21,,,,low,Lumberjack,ACORN,https://lumberjack.finance,https://rugdoc.io/project/lumberjack/
12075,SUSHI,,4889.15,0,MATIC,0.0,FARM,https://polylion.exchange,2021-06-21,x,,,low,Polylion,LION,https://polylion.exchange,https://rugdoc.io/project/polylion/
12076,SUSHI,,752.70,330.41,MATIC,2582.232982549355,FARM,https://www.orcinuslabs.ca,2021-06-21,,,,low,Orcinus,ORCA,https://www.orcinuslabs.ca,https://rugdoc.io/project/orcinuslabs/
12077,SUSHI,,200918.98,33.32,MATIC,39.52142772391285,FARM,https://gravityfinance.io/app/#farms,2021-06-21,,,,,,,,
12078,SUSHI,,5066.66,196.43,MATIC,609.246750227262,FARM,https://polypingu.finance,2021-06-21,x,,,some,PolyPingu,PINGU,https://polypingu.finance,https://rugdoc.io/project/polypingu/
12079,SUSHI,,5814.56,162.57,MATIC,406.36638521402597,FARM,https://polycash.finance,2021-06-21,,,,low,PolyCash,CASH,https://polycash.finance,https://rugdoc.io/project/polycash/
12080,SUSHI,,139.44,170.05,MATIC,445.51004165778113,FARM,https://polymouse.finance,2021-06-21,,,,low,Polymouse,MICE,https://polymouse.finance,https://rugdoc.io/project/polymouse/
12081,SUSHI,,101.06,323.31,MATIC,2399.9727117269726,FARM,https://www.polytiger.com/,2021-06-21,,,,,,,,
12082,SUSHI,,6.90,410.44,MATIC,5823.394091898968,FARM,https://avengers.exchange,2021-06-21,,,,low,Avengers,SHIELD,https://avengers.exchange,https://rugdoc.io/project/avengers-exchange/
12083,SUSHI,,347.10,63.86,MATIC,89.27712158819199,FARM,https://harvester.app,2021-06-21,,,,,,,,
12084,SUSHI,,21117.37,0.00,MATIC,0.0,FARM,https://8ballfinance.io,2021-06-21,,,,,,,,
12085,SUSHI,,295.62,5717092.74,MATIC,,FARM,https://bali.worldswap.finance,2021-06-21,,,,,,,,
12086,SUSHI,,4950754.20,0,ETH,0.0,FARM,https://polycat.finance,2021-06-21,,,,,,,,
12087,SUSHI,,106.49,301.45,FANTOM,1912.8161098738083,FARM,https://ftm.borgswap.exchange,2021-06-21,x,,,low,Borg,SON,https://ftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
12088,SUSHI,,90.37,102.89,FANTOM,179.39392967791972,FARM,https://klingftm.borgswap.exchange,2021-06-21,,,,low,Borgswap,KLING,https://klingftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
12089,SUSHI,,27.86,0.00,ETH,0.0,FARM,https://gamestop.finance,2021-06-21,,,,,,,,
12090,SUSHI,,201366.91,11970.28,ETH,9.155295966762983e+46,FARM,https://www.bigdataprotocol.com/datavault,2021-06-21,,,,,,,,
