,pair1,pair2,tvl,apr,network,apy,qpr,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
679,AVAX,GDL,143030.30,244.87,AVAX,1047.903896782981,,FARM,https://app.gondola.finance,2021-06-28,,,,,,,,
680,AVAX,HUSKY,37104.13,74.71,AVAX,110.92584520427712,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
681,AVAX,LINK,10475554.12,13.04,AVAX,13.92574746604447,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
682,AVAX,LINK,95941.58,26.39,AVAX,30.187384298368602,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
683,AVAX,LINK,342896.43,28.12,AVAX,32.45751093469826,,FARM,https://app.canary.exchange/,2021-06-28,,,,,,,,
684,AVAX,LYD,385584.51,289.93,AVAX,1695.4587080534282,,FARM,https://www.lydia.finance,2021-06-28,x,,,some,Lydia,LYD,https://www.lydia.finance,https://rugdoc.io/project/lydia-avax/
685,AVAX,MKC,2021.29,186.07,AVAX,539.7922390336507,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
686,AVAX,NEKO,4803.27,71.69,AVAX,104.66348042832188,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
687,AVAX,OLIVE,148469.93,193.82,AVAX,591.0707991479819,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
688,AVAX,PEFI,1017308.55,91.65,AVAX,149.76524622256693,,FARM,https://penguinfinance.org,2021-06-28,,,,,,,,
689,AVAX,PEFI,1017308.55,4353.52,AVAX,7.275542483092525e+19,,FARM,https://birdy.finance,2021-06-28,x,,,HIGH,Birdy,BIRD,https://birdy.finance,https://rugdoc.io/project/birdy-avalanche/
690,AVAX,PNG,45373170.50,130.55,AVAX,268.0949934214416,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
691,AVAX,PNG,8687.84,39.69,AVAX,48.68865385620866,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
692,AVAX,PNG,45395062.81,285.86,AVAX,1624.399798944975,,FARM,https://birdy.finance,2021-06-28,x,,,HIGH,Birdy,BIRD,https://birdy.finance,https://rugdoc.io/project/birdy-avalanche/
693,AVAX,PNG,82139.88,125.17,AVAX,248.88028600518356,,FARM,https://app.canary.exchange/,2021-06-28,,,,,,,,
694,AVAX,SPORE,202783.00,21.00,AVAX,23.36035631052087,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
695,AVAX,SPORE,58231.15,47.37,AVAX,60.54320009197865,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
696,AVAX,SUSHI,4840201.86,13.01,AVAX,13.891587056239452,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
697,AVAX,SUSHI,36023.09,38.24,AVAX,46.55049004803371,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
698,AVAX,SUSHI,107241.05,25.99,AVAX,29.66804677064394,,FARM,https://www.lydia.finance,2021-06-28,x,,,some,Lydia,LYD,https://www.lydia.finance,https://rugdoc.io/project/lydia-avax/
699,AVAX,UNI,858936.33,13.13,AVAX,14.028290015195255,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
700,AVAX,USDT,3783645.05,13.32,AVAX,14.245071097033723,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
701,AVAX,USDT,168449.04,10.38,AVAX,10.9362186359111,,FARM,https://avax.complus.exchange,2021-06-28,,,,,,,,
702,AVAX,USDT,87607.32,43.14,AVAX,53.9019093218041,,FARM,https://exchange.yetiswap.app,2021-06-28,,,,,,,,
703,AVAX,USDT,1586.34,58.50,AVAX,79.41505862536825,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
704,AVAX,USDT,73719.24,18.70,AVAX,20.556955330026703,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
705,AVAX,USDT,93476.82,27.10,AVAX,31.11432226136688,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
706,AVAX,USDT,339549.21,24.63,AVAX,27.91770435322136,,FARM,https://www.lydia.finance,2021-06-28,x,,,some,Lydia,LYD,https://www.lydia.finance,https://rugdoc.io/project/lydia-avax/
707,AVAX,USDT,3791055.33,172.41,AVAX,458.4756491681622,,FARM,https://birdy.finance,2021-06-28,x,,,HIGH,Birdy,BIRD,https://birdy.finance,https://rugdoc.io/project/birdy-avalanche/
708,AVAX,USDT,300207.03,0,AVAX,0.0,,FARM,https://app.canary.exchange/,2021-06-28,,,,,,,,
709,AVAX,XAVA,4611.51,149.33,AVAX,343.8220852320705,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
710,AVAX,XAVA,2311896.48,81.02,AVAX,124.6339758186152,,FARM,https://farm.avalaunch.app,2021-06-28,,,,,,,,
711,AVAX,YFI,316762.94,13.04,AVAX,13.92574746604447,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
712,AVAX,YTS,43873.76,175.52,AVAX,476.03216006085825,,FARM,https://exchange.yetiswap.app,2021-06-28,,,,,,,,
713,AVAX,ZERO,521509.31,0.00,AVAX,0.0,,FARM,https://app.0.exchange,2021-06-28,,,,,,,,
714,AVAX,xCOM,1500.21,107.43,AVAX,192.33262900939536,,FARM,https://avax.complus.exchange,2021-06-28,,,,,,,,
715,AVAX+,COM+,9497.80,165.79,AVAX,422.86133709202807,,FARM,https://avax.complus.exchange,2021-06-28,,,,,,,,
716,AVE,AVAX,576.44,239.02,AVAX,983.095128422328,,FARM,https://avax.olive.cash,2021-06-28,,,,,,,,
717,AVE,ELK,6705.38,106.13,AVAX,188.5678426145955,,FARM,https://elk.finance,2021-06-28,,,,,,,,
718,AVINOC,ETH,72.41940530000001,0.08971847999999999,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
719,AVME,AVAX,223294.01,276.68,AVAX,1474.2532777379113,,FARM,https://avme.io,2021-06-28,,,,,,,,
720,AXIE,ORIGIN,0.0,0.0,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
721,AXN,ETH,80.0565503,0.0296892,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
722,AXN,ETH,428.02540439999996,0.00070764,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
723,AXN,ETH,1744410.4079139,2.03370444,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
724,AXS,ETH,2107860.82,,ETH,,15.64,FARM,SUSHI,2021-06-28,,,,,,,,
725,AXS,ETH,120179.8500374,16.534254,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
726,AXS,ETH,71282.53948990001,12.20111592,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
727,AZUKI,ELK,7885.66,157.75,MATIC,382.640014229906,,FARM,https://app.elk.finance,2021-06-28,,,,,,,,
728,AZUKI,ETH,270197.16,145.82,MATIC,328.5747275924078,,FARM,https://swap.cometh.io/#/stake,2021-06-28,,,,,,,,
729,AZUKI,ETH,0.2636491,0.28236264,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
730,AZUKI,ETH,187089.5373832,2.29483344,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
731,AZUKI,MUST,97132.74,187.40,MATIC,548.3144236271099,,FARM,https://swap.cometh.io/#/stake,2021-06-28,,,,,,,,
732,AceD,ETH,13.0226969,0.04876116,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
733,AfroX,AFDLT,73.59865359999999,0.0163032,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
734,AfroX,ETH,54.779128500000006,0.12686112000000002,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
735,Alpaca,ETH,545.0054782,0.0,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
736,B2X,,105802.60,57.93,BSC,78.39692109498169,,FARM,https://b2xtoken.io/farm,2021-06-28,,,,,,,,
737,B2X,BNB,12948.32,710.02,BSC,113132.01421316003,,FARM,https://b2xtoken.io/farm,2021-06-28,,,,,,,,
738,B2X,BUSD,11339.71,810.74,BSC,303613.67727639934,,FARM,https://b2xtoken.io/farm,2021-06-28,,,,,,,,
739,BAB,BAC,113251.9574503,4.17195012,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
740,BABES,ETH,2012.826633,0.0,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
741,BAC,BAB,113251.9574503,4.17195012,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
742,BAC,DAI,500780.04,0.00,ETH,0.0,,FARM,https://harvest.finance/,2021-06-28,,,,,,,,
743,BAC,DAI,1718715.35,28.30,ETH,32.695964703075944,,FARM,https://basis.cash,2021-06-28,,,,,,,,
744,BAC,DAI,13295108.9650457,5.907244919999999,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
745,BAC,ETH,63146.57,,ETH,,20.88,FARM,SUSHI,2021-06-28,,,,,,,,
746,BAC,ETH,32172.914204500004,52.78530972,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
747,BACON,SUSHI,0.0,0.28884864,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
748,BADGER,,0.00,0,ETH,0.0,,FARM,https://gamestop.finance,2021-06-28,,,,,,,,
749,BADGER,BTC,10408056.53,,ETH,,19.0,FARM,SUSHI,2021-06-28,,,,,,,,
750,BADGER,BTC,5206029.483982,10.39779312,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
751,BADGER,BTC,2633342.9838601,12.54969864,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
752,BADGER,ETH,10.993340100000001,0.00766476,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
753,BADGER,ETH,49712.973221299995,85.00318824,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
754,BADGER,FTM,519039.81,61.11,FANTOM,84.15157399786241,,FARM,https://spookyswap.finance,2021-06-28,x,,,low,Spooky,boo,https://spookyswap.finance,https://rugdoc.io/project/spookyswap/
755,BADGER,FTM,66356.46,34.51,FANTOM,41.19009110234242,,FARM,https://waka.finance,2021-06-28,x,,,high,Waka,WAKA,https://waka.finance,https://rugdoc.io/project/waka-ftm/
756,BADGER-LINK,kmUSDC,0.0,,ETH,,,FARM,SUSHI,2021-06-28,,,,,,,,
757,BAEPAY,ETH,31847.3758915,1.38488532,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
758,BAG,,168593.07,72.19,AVAX,105.6873373640459,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
759,BAG,,760913.93,0,ETH,0.0,,FARM,https://app.thisistheway.finance/#/stake,2021-06-28,,,,,,,,
760,BAG,,969819.90,0,ETH,0.0,,FARM,https://app.thisistheway.finance/#/stake,2021-06-28,,,,,,,,
761,BAG,,1646385.83,0,ETH,0.0,,FARM,https://app.thisistheway.finance/#/stake,2021-06-28,,,,,,,,
762,BAG,AVAX,69409.26,115.08,AVAX,215.5003606099326,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
763,BAG,BTC,27757.75,283.16,AVAX,1578.8144821627964,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
764,BAG,DAI,5610.01,0.00,AVAX,0.0,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
765,BAG,ETH,29741.20,258.25,AVAX,1211.0413398868202,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
766,BAG,ETH,619422.06,0.00,ETH,0.0,,FARM,https://app.thisistheway.finance/#/stake,2021-06-28,,,,,,,,
767,BAG,ETH,619422.06,0,ETH,0.0,,FARM,https://app.thisistheway.finance/#/stake,2021-06-28,,,,,,,,
768,BAG,LINK,31400.43,243.04,AVAX,1027.2252482117872,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
769,BAG,USDC,50194.11,0.00,ETH,0.0,,FARM,https://bondappetit.io,2021-06-28,,,,,,,,
770,BAG,USDN,486402.42,0.00,ETH,0.0,,FARM,https://bondappetit.io,2021-06-28,,,,,,,,
771,BAG,USDT,43322.88,178.25,AVAX,491.89652476479796,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
772,BAG,USDT,210775.32,0.00,ETH,0.0,,FARM,https://bondappetit.io,2021-06-28,,,,,,,,
773,BAKE,,95899852.39,16.44,BSC,17.86420695943316,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
774,BAKE,,7834029.59,7.26,BSC,7.529256790024852,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
775,BAKE,,41930.06,85.59,BSC,135.11346762609634,,FARM,https://koaladefi.finance/,2021-06-28,,,,,,,,
776,BAKE,,30232.07,55.72,BSC,74.50358999038951,,FARM,https://brickchain.finance,2021-06-28,,,,low,Brickchain,BRICK,https://brickchain.finance,https://rugdoc.io/project/brickchain/
777,BAKE,,29891.75,93.11,BSC,153.4292275755517,,FARM,https://cheesecakeswap.com,2021-06-28,,,,,,,,
778,BAKE,,0.00,0,BSC,0.0,,FARM,https://lokum.finance,2021-06-28,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
779,BAKE,,835.72,397.70,BSC,5122.125681181853,,FARM,https://neonic.finance,2021-06-28,,,,high,Neonic,NEONIC,https://neonic.finance,https://rugdoc.io/project/neonic/
780,BAKE,,74.72,0.00,BSC,0.0,,FARM,https://www.ybearswap.finance,2021-06-28,,,,,,,,
781,BAKE,,2355.32,0.00,BSC,0.0,,FARM,https://caramelswap.finance,2021-06-28,x,,,some,Caramel,CARAMEL,https://caramelswap.finance,https://rugdoc.io/project/caramelswap-finance/
782,BAKE,,1048.60,45.53,BSC,57.619902118721726,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
783,BAKE,,224.04,0.00,BSC,0.0,,FARM,https://vanillacake.farm,2021-06-28,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
784,BAKE,,45.90,0.00,BSC,0.0,,FARM,https://gatorswap.xyz,2021-06-28,xx,,,low,Gator,GATOR,https://gatorswap.xyz,https://rugdoc.io/project/gatorswap/
785,BAKE,,62.82,0.00,BSC,0.0,,FARM,https://gocerberus.finance,2021-06-28,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
786,BAKE,,1240.92,0.00,BSC,0.0,,FARM,https://ketchupfinance.com,2021-06-28,x,,,some,Ketchup,KETCHUP,https://ketchupfinance.com,https://rugdoc.io/project/ketchup-finance/
787,BAKE,,8962.29,3403.87,BSC,1.3601464042635794e+16,,FARM,https://longdrink.finance,2021-06-28,x,,,HIGH,Longdrink,LONG,https://longdrink.finance,https://rugdoc.io/project/longdrink/
788,BAKE,,5183.83,455.50,BSC,9146.334695918013,,FARM,https://mayoswap.com,2021-06-28,,,,high,Mayo,MAYO,https://mayoswap.com,https://rugdoc.io/project/mayoswap/
789,BAKE,,728.77,1967.86,BSC,21080662490.05419,,FARM,https://www.unownswap.com,2021-06-28,,,,,,,,
790,BAKE,,102821.74,14.17,BSC,15.219924354839032,,FARM,https://thoreum.finance,2021-06-28,,,,,,,,
791,BAKE,,24146.43,120.71,BSC,233.7120720808634,,FARM,https://thoreum.finance,2021-06-28,,,,,,,,
792,BAKE,BAT,945412.15,79.42,BSC,121.07618955958132,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
793,BAKE,BNB,1865796.45,53.03,BSC,69.87881475216942,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
794,BAKE,BNB,617172.29,24.38,BSC,27.598523522895935,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
795,BAKE,BNB,31004744.88,72.65,BSC,106.63379642765838,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
796,BAKE,BNB,9391.51,179.37,BSC,498.53034778137044,,FARM,https://brickchain.finance,2021-06-28,,,,low,Brickchain,BRICK,https://brickchain.finance,https://rugdoc.io/project/brickchain/
797,BAKE,BNB,490990.19,3.07,BSC,3.117477338998409,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
798,BAKE,BNB,228030.56,0,BSC,0.0,,FARM,https://squirrel.finance,2021-06-28,,,,,,,,
799,BAKE,BNB,0.00,0,BSC,0.0,,FARM,https://www.ybearswap.finance,2021-06-28,,,,,,,,
800,BAKE,BNB,12.62,0.00,BSC,0.0,,FARM,https://www.ybearswap.finance,2021-06-28,,,,,,,,
801,BAKE,BNB,222.29,214.79,BSC,751.3088957699754,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
802,BAKE,BNB,0.00,0,BSC,0.0,,FARM,https://vanillacake.farm,2021-06-28,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
803,BAKE,BNB,2459.22,7.59,BSC,7.884617070429223,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
804,BAKE,BNB,1202740.02,95.89,BSC,160.5546982989833,,FARM,https://biswap.org,2021-06-28,x,,,HIGH,Biswap,BSW,https://biswap.org,https://rugdoc.io/project/biswap/
805,BAKE,BNB,0.00,0,BSC,0.0,,FARM,https://gocerberus.finance,2021-06-28,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
806,BAKE,BNB,308.96,98740.29,BSC,4.1383627091567645e+209,,FARM,https://longdrink.finance,2021-06-28,x,,,HIGH,Longdrink,LONG,https://longdrink.finance,https://rugdoc.io/project/longdrink/
807,BAKE,BNB,824.44,126.52,BSC,253.60570257809587,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
808,BAKE,BNB,830.12,126.73,BSC,254.34648220438737,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
809,BAKE,BUSD,6570597.73,91.42,BSC,149.19288001376282,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
810,BAKE,BUSD,91.51,1139.86,BSC,7492357.022980394,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
811,BAKE,BUSD,1819.67,0,BSC,0.0,,FARM,https://money-pocket.dollaremon.fi,2021-06-28,,,,,,,,
812,BAKE,BUSD,91.75,1146.52,BSC,7992165.023891848,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
813,BAKE,CCAKE,33306.78,167.13,BSC,429.8825960726115,,FARM,https://cheesecakeswap.com,2021-06-28,,,,,,,,
814,BAKE,DOGE,1343052.79,55.91,BSC,74.83495479260007,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
815,BAKE,MANY,5526.61,219.02,BSC,787.8698397546085,,FARM,https://manyswap.io,2021-06-28,,,,,,,,
816,BAKE,MARS,7499.63,417.26,BSC,6236.6168403318015,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
817,BAKE,MARS,7551.30,417.93,BSC,6278.73127127241,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
818,BAKE,MOK,16678.47,378.68,BSC,4226.2715118941405,,FARM,https://www.mocktailswap.finance,2021-06-28,,,,high,Mocktail,MOK,https://www.mocktailswap.finance,https://rugdoc.io/project/mocktail/
819,BAKE,PET,630887.13,119.02,BSC,228.13787774097761,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
820,BAKE,SOCCER,305489.38,245.79,BSC,1058.442183197055,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
821,BAKE,UNOWN,261.43,7679.76,BSC,1.8604930987284355e+32,,FARM,https://www.unownswap.com,2021-06-28,,,,,,,,
822,BAKEActivity,,0.00,0,BSC,0.0,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
823,BAKEReserve,,0.00,0,BSC,0.0,,FARM,https://www.bakeryswap.org,2021-06-28,,,,,,,,
824,BAL,ETH,0.00,0,ETH,0.0,,FARM,https://percent.finance/,2021-06-28,,,,,,,,
825,BAL,ETH,482.3923961,0.13882860000000002,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
826,BAL,ETH,718341.2152296001,6.337377479999999,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
827,BAMBOO,BNB,199962.46,187.75,BSC,550.5758577199866,,FARM,https://farms.pandaswap.xyz,2021-06-28,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
828,BAMBOO-V2,AVAX,1997.37,237.22,AVAX,963.8979449884092,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
829,BAMBOO-V2,AVAX,9637.08,81.09,AVAX,124.79092599096653,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
830,BAMBOO-V2,BTC,1251.38,380.83,AVAX,4319.3149723427905,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
831,BAMBOO-V2,DAI,2816.01,179.13,AVAX,497.10260053339795,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
832,BAMBOO-V2,ETH,2402.69,389.05,AVAX,4693.81642224275,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
833,BAMBOO-V2,LINK,6915.32,68.74,AVAX,98.72534818517707,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
834,BAMBOO-V2,SNOB,11952.40,39.73,AVAX,48.74807655285591,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
835,BAMBOO-V2,SUSHI,1444.00,412.46,AVAX,5942.9024983409445,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
836,BAMBOO-V2,USDT,4697.68,207.75,AVAX,693.7592374009936,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
837,BAMI,,176268.93,0.00,BSC,0.0,,FARM,https://app.bami.money,2021-06-28,x,,,low,Bami,BAMI,https://app.bami.money,https://rugdoc.io/project/bami-money/
838,BAMI,USDT,10540.47,0.00,BSC,0.0,,FARM,https://app.bami.money,2021-06-28,x,,,low,Bami,BAMI,https://app.bami.money,https://rugdoc.io/project/bami-money/
839,BANANA,,0.00,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
840,BANANA,,0.00,0,MATIC,0.0,,FARM,https://polyyeld.finance,2021-06-28,,,,low,Polyyeld,YELD,https://polyyeld.finance,https://rugdoc.io/project/polyyeld-finance/
841,BANANA,,0.00,0,MATIC,0.0,,FARM,https://polyyield.finance,2021-06-28,,,,,,,,
842,BANANA,,37903639.95,122.68,BSC,240.3291024594778,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
843,BANANA,,3494722.52,8.61,BSC,8.990424800404927,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
844,BANANA,,0.00,0,BSC,0.0,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
845,BANANA,,175760.72,21.42,BSC,23.87925720538584,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
846,BANANA,,0.00,0,BSC,0.0,,FARM,https://www.zexswap.finance,2021-06-28,,,,some,Zex,ZEX,https://www.zexswap.finance,https://rugdoc.io/project/zex/
847,BANANA,,130.68,365.36,BSC,3691.8347598123473,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
848,BANANA,,0.00,0,BSC,0.0,,FARM,https://app.barbecueswapfinance.com,2021-06-28,,,,low,Barbecue Swap,BBQ,https://app.barbecueswapfinance.com,https://rugdoc.io/project/barbecueswap-finance/
849,BANANA,,1826.09,30.68,BSC,35.889399803578684,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
850,BANANA,ALLOY,3479.75,236.44,BSC,955.6849035139704,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
851,BANANA,BLUE,0.00,0,BSC,0.0,,FARM,https://app.blueswap.finance,2021-06-28,,,,low,Blueswap,BLUE,https://app.blueswap.finance,https://rugdoc.io/project/blueswap/
852,BANANA,BNB,24452390.48,161.84,BSC,402.6996056268765,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
853,BANANA,BNB,2853209.07,10.55,BSC,11.124916453320854,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
854,BANANA,BNB,1490.81,275.94,BSC,1462.733683065,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
855,BANANA,BNB,132882.43,28.34,BSC,32.749012538506015,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
856,BANANA,BNB,179.73,265.65,BSC,1310.9940346861542,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
857,BANANA,BNB,3500.03,16.01,BSC,17.358703187976122,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
858,BANANA,BNB,2380.99,43.81,BSC,54.9352791997056,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
859,BANANA,BNB,92535.68,263.38,BSC,1279.5505643586048,,FARM,https://farmhero.io,2021-06-28,,,,high,FarmHero,FARMHERO,https://farmhero.io,https://rugdoc.io/project/farmhero/
860,BANANA,BNB,2401.23,43.81,BSC,54.9352791997056,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
861,BANANA,BREW,112599.36,236.52,BSC,956.5243484868158,,FARM,https://cafeswap.finance,2021-06-28,x,,86.0,,Brew,BREW,https://cafeswap.finance,https://www.certik.org/projects/cafeswap
