,pair1,pair2,tvl,apr,network,apy,qpr,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
5986,DAI,,127978.27,54.59,BSC,72.5457405724312,,FARM,https://app.treedefi.com,2021-06-28,x,,,low,Tree,SEED,https://app.treedefi.com,https://rugdoc.io/project/freedefi/
5987,DAI,,446.95,486.38,BSC,12442.134204021468,,FARM,https://snek.farm,2021-06-28,,,,low,Snek,SNEK,https://snek.farm,https://rugdoc.io/project/snek-farm/
5988,DAI,,1570.24,44.34,BSC,55.75762045593389,,FARM,https://mouse.farm,2021-06-28,,,,,,,,
5989,DAI,,11.32,151.74,BSC,354.6031256953003,,FARM,https://farm.borgswap.exchange,2021-06-28,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
5990,DAI,,254.29,48.97,BSC,63.129110792656306,,FARM,https://thefarmingden.com,2021-06-28,,,,low,The Farming Den,TFT,https://thefarmingden.com,https://rugdoc.io/project/the-farming-den/
5991,DAI,,17.06,3823.32,BSC,6.182263645218476e+17,,FARM,https://bourbondefi.com,2021-06-28,,,,low,Bourbon,BRRL,https://bourbondefi.com,https://rugdoc.io/project/bourbondefi/
5992,DAI,,5455.32,32.19,BSC,37.955107562809246,,FARM,https://thelab.finance,2021-06-28,x,,,low,The Lab,LABO,https://thelab.finance,https://rugdoc.io/project/thelab-finance/
5993,DAI,,32.03,654.68,BSC,65672.02056056946,,FARM,https://alpha.parthenon.finance,2021-06-28,,,,low,Parthenon Alpha,ALPHA,https://alpha.parthenon.finance,https://rugdoc.io/project/alpha-parthenon/
5994,DAI,,969.62,0.00,BSC,0.0,,FARM,https://lokum.finance,2021-06-28,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
5995,DAI,,18427.74,115.60,BSC,217.14004058125204,,FARM,https://evodefi.com,2021-06-28,,,,low,Evodefi,GEN,https://evodefi.com,https://rugdoc.io/project/evo-defi/
5996,DAI,,1264.01,93.17,BSC,153.58094347660796,,FARM,https://limeswap.io,2021-06-28,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
5997,DAI,,0.00,0,BSC,0.0,,FARM,https://www.ybearswap.finance,2021-06-28,,,,,,,,
5998,DAI,,2130.86,0.00,BSC,0.0,,FARM,https://caramelswap.finance,2021-06-28,x,,,some,Caramel,CARAMEL,https://caramelswap.finance,https://rugdoc.io/project/caramelswap-finance/
5999,DAI,,3340.40,21.87,BSC,24.437638150681586,,FARM,https://plumcake.finance,2021-06-28,xx,,,low,Plumcake,PLUM,https://plumcake.finance,https://rugdoc.io/project/plumcake-finance/
6000,DAI,,6471.67,17.38,BSC,18.976836206104085,,FARM,https://jaguarswap.com,2021-06-28,,,,low,Jaguar,JAGUAR,https://jaguarswap.com,https://rugdoc.io/project/jaguarswap/
6001,DAI,,827.38,31.33,BSC,36.774803241022845,,FARM,https://www.pulsar.farm,2021-06-28,,,,low,Pulsar,PUL,https://www.pulsar.farm,https://rugdoc.io/project/pulsar/
6002,DAI,,25.31,0.00,BSC,0.0,,FARM,https://vanillacake.farm,2021-06-28,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
6003,DAI,,351.52,0.00,BSC,0.0,,FARM,https://garudaswap.finance,2021-06-28,x,,,some,Garuda,GARUDA,https://garudaswap.finance,https://rugdoc.io/project/garudaswap/
6004,DAI,,9696.41,3.50,BSC,3.561797105718445,,FARM,https://www.elixir-swap.io,2021-06-28,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
6005,DAI,,83.96,175.53,BSC,476.0894904469783,,FARM,https://www.grizzlyswap.com,2021-06-28,,,,low,Grizzly,GRZ,https://www.grizzlyswap.com,https://rugdoc.io/project/grizzlyswap/
6006,DAI,,21180.87,0.00,BSC,0.0,,FARM,https://gocerberus.finance,2021-06-28,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
6007,DAI,,13.47,0.00,BSC,0.0,,FARM,https://ketchupfinance.com,2021-06-28,x,,,some,Ketchup,KETCHUP,https://ketchupfinance.com,https://rugdoc.io/project/ketchup-finance/
6008,DAI,,1020.76,51.09,BSC,66.61953158770318,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
6009,DAI,,107.25,616.50,BSC,45092.40990196368,,FARM,https://aloeswap.com,2021-06-28,,,,some,Aloe,ALOE,https://aloeswap.com,https://rugdoc.io/project/aloeswap/
6010,DAI,,8160.01,11.66,BSC,12.36489491974979,,FARM,https://werewolf.farm,2021-06-28,x,,,low,Werewolf,WEREWOLF,https://werewolf.farm,https://rugdoc.io/project/werewolf-farm/
6011,DAI,,45715.92,256.66,BSC,1190.504340348924,,FARM,https://lavacake.finance,2021-06-28,x,,,some,Lavacake,LAVA,https://lavacake.finance,https://rugdoc.io/project/lava-cake/
6012,DAI,,12015.70,196.51,BSC,609.811334421409,,FARM,https://mayoswap.com,2021-06-28,,,,high,Mayo,MAYO,https://mayoswap.com,https://rugdoc.io/project/mayoswap/
6013,DAI,,5.27,336.51,BSC,2749.3685436795604,,FARM,https://marmelade.finance,2021-06-28,,,,low,Marmelade,MARMEL,https://marmelade.finance,https://rugdoc.io/project/marmelade-finance/
6014,DAI,,6039.20,23.20,BSC,26.102678737808873,,FARM,https://antdefi.io,2021-06-28,,,,low,Ant/SafeAnt Defi,ANT/SAFEANT,https://antdefi.io,https://rugdoc.io/project/ant-defi/
6015,DAI,,307.20,145.42,BSC,326.87063774301015,,FARM,https://www.andromedadefi.com,2021-06-28,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
6016,DAI,,1632.00,12.70,BSC,13.53919373815311,,FARM,https://thunderbird.finance/,2021-06-28,,,,,,,,
6017,DAI,,4800.65,48.63,BSC,62.57615167718462,,FARM,https://www.venomswap.net,2021-06-28,,,,low,VenomSwap,VENOM,https://www.venomswap.net,https://rugdoc.io/project/venom-swap/
6018,DAI,,4963.20,9.81,BSC,10.305854776018109,,FARM,https://app.elephantswap.finance,2021-06-28,,,,low,Elephant,ELEPHANT,https://app.elephantswap.finance,https://rugdoc.io/project/elephant-swap/
6019,DAI,,1048.51,24.83,BSC,28.173622201430646,,FARM,https://www.blacksheepdefi.com,2021-06-28,,,,low,Blacksheep,BLACKSHEEP,https://www.blacksheepdefi.com,https://rugdoc.io/project/blacksheep-finance/
6020,DAI,,2202.75,100.60,BSC,173.08589445151688,,FARM,https://mu.parthenon.finance,2021-06-28,,,,,,,,
6021,DAI,,1234.24,277.98,BSC,1494.6958370127477,,FARM,https://qiswap.finance,2021-06-28,,,,,,,,
6022,DAI,,0.00,0,BSC,0.0,,FARM,https://brussels.worldswap.finance,2021-06-28,,,,,,,,
6023,DAI,,96.79,0.00,BSC,0.0,,FARM,https://cottonfarm.app,2021-06-28,,,,,,,,
6024,DAI,,0.00,0,BSC,0.0,,FARM,https://aliendefi.com,2021-06-28,,,,,,,,
6025,DAI,,2587.98,141.66,BSC,311.1788581577181,,FARM,https://zeusfarmsdefi.com,2021-06-28,,,,,,,,
6026,DAI,,1330.17,88.26,BSC,141.46023554966254,,FARM,https://www.meatchfinance.com/,2021-06-28,,,,,,,,
6027,DAI,,26732.89,25.89,BSC,29.53853553196415,,FARM,https://www.carnageswap.net,2021-06-28,,,,,,,,
6028,DAI,,101384.23,28.75,BSC,33.29397370801927,,FARM,https://thoreum.finance,2021-06-28,,,,,,,,
6029,DAI,,11945.08,156.48,BSC,376.5751850623297,,FARM,https://app.seedmoneyfinance.com,2021-06-28,,,,,,,,
6030,DAI,,28352.72,55399.30,BSC,2.3553676233816333e+148,,FARM,https://app.seedmoneyfinance.com,2021-06-28,,,,,,,,
6031,DAI,,39524.13,481449.38,BSC,,,FARM,https://whalefarm.finance,2021-06-28,,,,,,,,
6032,DAI,,134142.30,97750.46,BSC,2.8337730730709616e+208,,FARM,https://rediant.finance,2021-06-28,,,,,,,,
6033,DAI,,65402.43,8491.48,BSC,1.4310556275083046e+35,,FARM,https://www.frozencake.finance,2021-06-28,,,,,,,,
6034,DAI,,35078.77,31.66,BSC,37.22651523517521,,FARM,https://tomahawk.farm/,2021-06-28,,,,,,,,
6035,DAI,,7767.30,111.79,BSC,205.32041160786244,,FARM,https://supermanion.com,2021-06-28,,,,,,,,
6036,DAI,,3525.67,12324.95,BSC,1.3102799828967334e+48,,FARM,https://berlin.worldswap.finance,2021-06-28,,,,,,,,
6037,DAI,,13529.29,84.10,BSC,131.64425092225173,,FARM,https://nu.parthenon.finance,2021-06-28,,,,,,,,
6038,DAI,,4368.62,112.06,BSC,206.14336367428984,,FARM,https://app.rasta.finance,2021-06-28,,,,,,,,
6039,DAI,,1010.65,52.04,BSC,68.20770535959393,,FARM,https://mars.cosmos.farm,2021-06-28,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
6040,DAI,,28928.87,2106.60,BSC,78446286042.30275,,FARM,https://venus.cosmos.farm,2021-06-28,,,,,,,,
6041,DAI,2KEY,9033.4987805,1.51039296,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
6042,DAI,88MPH,6797.210855900001,0.07637052,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
6043,DAI,ADAO,0.0831986,0.0,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
6044,DAI,AMPL,145.2230179,0.07113252,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
6045,DAI,ARMOR,626095.74,85.13,ETH,134.03694117687772,,FARM,https://armor.fi,2021-06-28,,,,,,,,
6046,DAI,ARMOR,209200.14,83.45,ETH,130.14687182594332,,FARM,https://armor.fi,2021-06-28,,,,,,,,
6047,DAI,ARMOR,165204.74,104.57,ETH,184.11387082026528,,FARM,https://armor.fi,2021-06-28,,,,,,,,
6048,DAI,ARMOR,115407.7942565,4.8272292,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
6049,DAI,ARMOR,343725.2375844,4.9772256,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
6050,DAI,ARTH,8884.05,0.00,ETH,0.0,,FARM,https://www.arthcoin.com,2021-06-28,,,,,,,,
6051,DAI,ARTH,0.0,0.0,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
6052,DAI,AVAX,4310768.52,13.11,AVAX,14.00549483056459,,FARM,https://app.pangolin.exchange/#/png,2021-06-28,,,,,,,,
6053,DAI,AVAX,75823.39,15.43,AVAX,16.680284210355033,,FARM,https://avax.complus.exchange,2021-06-28,,,,,,,,
6054,DAI,AVAX,204.09,0.00,AVAX,0.0,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
6055,DAI,BAC,500780.04,0.00,ETH,0.0,,FARM,https://harvest.finance/,2021-06-28,,,,,,,,
6056,DAI,BAC,1718715.35,28.30,ETH,32.695964703075944,,FARM,https://basis.cash,2021-06-28,,,,,,,,
6057,DAI,BAC,13295108.9650457,5.907244919999999,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
6058,DAI,BAG,5610.01,0.00,AVAX,0.0,,FARM,https://app.baguette.exchange,2021-06-28,,,,,,,,
6059,DAI,BAMBOO-V2,2816.01,179.13,AVAX,497.10260053339795,,FARM,https://pandaswap.exchange,2021-06-28,x,,,low,Pandaswap,BAMBOO,https://pandaswap.exchange,https://rugdoc.io/project/panda-swap-defi/
6060,DAI,BAO,86424.9831124,2.61253716,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
6061,DAI,BAS,705.00,1371.21,ETH,70138261.99534112,,FARM,https://basis.cash,2021-06-28,,,,,,,,
6062,DAI,BASv2,46462.64,0.00,ETH,0.0,,FARM,https://harvest.finance/,2021-06-28,,,,,,,,
6063,DAI,BAT,1.5e-06,0.0,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
